chunk_id,file_name,heading_path,start_line,end_line,tokens,anchor_fragment,jump_url,text,source_path,char_start,char_end,source_url
2e4b1b70-28d5-457a-91ad-a3b5b5bed981,Academics and professionals.md,"['Academics and professionals', 'Titles after a name']",101,132,289,#academics-and-professionals/titles-after-a-name,,"## Titles after a name
Use lower case for most titles that appear after a name. These titles describe the individual and are generic.
**Exception:** Only use initial capitals for titles after a name in a full title.
This includes for:
- address and signature blocks in correspondence  
- lists in organisational publications such as annual reports.
Follow your organisation’s template style for signature blocks. Templates apply design elements and list all elements in correct order. Some organisations prefer all capitals for names, titles and the organisation’s name.
**Example**
> They met with Associate Professor Dianne Stephens OAM, medical director of the National Critical Care and Trauma Response Centre. [Lower case: generic descriptive title in body text]  
> Associate Professor Dianne Stephens OAM, Medical Director, National Critical Care and Trauma Response Centre [Initial capitals: full title]  
> Professor Chris Goodnow FAA FRS  
> Executive Director  
> Garvan Institute of Medical Research  
> 384 Victoria Street  
> Darlinghurst NSW 2010  
> Australia [Initial capitals: full title for address block]  
> Dr Fatima Dashti FASM  
> Director (Research)  
> Institute for Viruses  
> telephone  
> email  
> website [Initial capitals: full title for signature block]  
> #LIVE #COVID Update with Professor Paul Kelly, Australian Government Chief Medical Officer, Department of Health. [Initial capitals: full title to introduce speaker]
---",Style Guide Content/Academics and professionals.md,4820,6281,
a1f5af78-5c08-4122-a732-e57cb3ce6b49,Academics and professionals.md,"['Academics and professionals', 'Use lower case for titles used in a generic way']",133,156,209,#academics-and-professionals/use-lower-case-for-titles-used-in-a-generic-way,,"## Use lower case for titles used in a generic way
Generic use of academic and professional titles includes:
- titles that describe a named individual  
- plural titles  
- common nouns.
As shown in the previous section, most titles that appear after a name are generic.
Some titles appearing immediately before a name are also generic because they describe the individual. These titles are usually preceded by ‘the’ or a modifier.
**Example**
> Professor Bartlett, the university’s vice-chancellor, welcomed alumni to the reception.  
> The research fellow Lydia Mbegngue wrote extensively on this topic.  
> Several postdoctoral fellows in the research facility met last week.  
> A provost oversees a university’s academic performance.  
> Dhriti Saxena is a local doctor in general practice.  
> They met with former medical director Tom Perera.  
> Two doctors from this practice attended the conference.  
> It is important to see your doctor to develop an asthma action plan.
---",Style Guide Content/Academics and professionals.md,6283,7269,
61e89ef8-6769-476c-8563-01c6a3000f41,Academics and professionals.md,"['Academics and professionals', 'Use title, name and post-nominals at first mention']",157,171,157,#academics-and-professionals/use-title-name-and-post-nominals-at-first-mention,,"## Use title, name and post-nominals at first mention
When you write about an individual, it’s respectful to use their title.
The first time you mention someone in body text, use their academic or professional title before their first name and last name, followed by post-nominals.
If you mention the individual again, only use the title and last name. Some academic titles have an accepted abbreviated title you can use after the first mention.
**Example**
> Emeritus Professor Stephen Duckett has extensive experience in health care at senior leadership level. Professor Duckett’s membership of the RMIT Council concludes in 2022.
Never use the shortened form of the title in body text (‘Prof’ for example), except for ‘Dr’.
---",Style Guide Content/Academics and professionals.md,7271,8001,
d1e27800-f1fa-426e-8587-33d86b65e45a,Academics and professionals.md,"['Academics and professionals', 'Write post-nominals after the name in academic and professional titles']",172,205,226,#academics-and-professionals/write-post-nominals-after-the-name-in-academic-and-professional-titles,,"## Write post-nominals after the name in academic and professional titles
Post-nominals are letters after a name that stand for academic, civil and military awards and honours.
- Make sure you write post-nominals in the right order.  
- Don’t use commas before or between post-nominals.
**Example**
> Professor Sally Wheeler OBE MRIA FAcSS FAAL
### Use post-nominals at first mention only
**Example**
> Dr Ziggy Switkowski AO has been chancellor of RMIT since 2011. Dr Switkowski is also chair of NBN Co.
### Include post-nominals in shortened forms of titles
**Example**
> Attendees: Dr Z Switkowski AO, Prof M Bean CBE, Dr S Andrews, Ms J Latchford, Prof S Duckett, Ms T McLaughin and Mr D Hoogstra.
### Use post-nominals for academic and professional qualifications in 2 contexts
- for correspondence within the academic community  
- to show relevant expertise.
**Example**
> Dr Zdenka Svoboda or Zdenka Svoboda PhD  
> Dr Amin Salke MD FRACGP  
> Brent Hulot CPA  
> Mark Price BEngTech TMIEAust  
> Mia Lillard BCom CFP
---",Style Guide Content/Academics and professionals.md,8003,9032,
c292bfec-1a30-4c27-b6b9-4b59d18d3ec3,Academics and professionals.md,"['Academics and professionals', 'Titles for academics']",206,252,271,#academics-and-professionals/titles-for-academics,,"## Titles for academics
In most contexts, address academics with their full title: title or honorific, name, position, post-nominals and academic institution.
**Example**
> Associate Professor Peter Spencer, College of Science, Health, Engineering and Education, Murdoch University  
> Distinguished Professor Larissa Behrendt AO  
> Director of Research  
> Jumbunna Institute for Indigenous Education and Research  
> University of Technology Sydney
### An academic who is knighted
Use ‘Sir’ or ‘Dame’ after the academic title.
**Example**
> Chancellor Dame Leonie Kramer AC DBE  
> Chancellor Sir Albert Axon KBE
### Emails and letters to academics
Keep the initial capital for the title in correspondence when you’re writing to a specific person.
- In formal correspondence:
  > Dear Associate Professor … Yours faithfully
- In less formal correspondence:
  > Dear Associate Professor … Yours sincerely
### People with doctorates
You can address people who hold a doctorate as ‘Doctor’ or ‘Dr’ (without a full stop).
When writing ‘Dear’ without the person’s name, write ‘Doctor’ in full.
**Example**
> Dear Dr Muecke  
> Dear Doctor
### A holder of a doctorate who is knighted
If the holder of a doctorate is knighted, don’t address them as ‘Doctor’.
**Example**
> Dame Bridget Ogilvie AC DBE FRS FAA
---",Style Guide Content/Academics and professionals.md,9034,10342,
8a58e174-25e8-494e-9d2b-534babfe57b6,Academics and professionals.md,"['Academics and professionals', 'Titles for medical practitioners, dentists and veterinarians']",253,271,142,#academics-and-professionals/titles-for-medical-practitioners-dentists-and-veterinarians,,"## Titles for medical practitioners, dentists and veterinarians
Use ‘Doctor’ or ‘Dr’ for medical practitioners, dentists and veterinarians, whether or not they hold a doctorate. Those with a doctorate may choose to add the post-nominal ‘PhD’.
Surgeons in human medicine are traditionally called ‘Mr’, ‘Ms’ or their preferred honorific.
It is best to contact the doctor’s practice if you are unsure of their preferred honorific.
**Example**
> Doctor Farida Khan  
> Dr Wilson Chang MBBS  
> Dr Tina Macleod MD PhD  
> Dr Phil Smith BDS  
> Dr Eve Fenton BVSc DVM  
> Miss Patricia Woo MBBS FRACS FAOrthA MsurgEd  
> Professor Henry Nicklin MBBS FRANZCP
---",Style Guide Content/Academics and professionals.md,10344,10999,
d4f11505-b403-4568-9d8e-866918d56877,Academics and professionals.md,"['Academics and professionals', 'Release notes']",272,280,92,#academics-and-professionals/release-notes,,"## Release notes
The digital edition includes the information from the sixth edition with updated and additional examples.
Capitalisation rules are linked to the title’s position in relation to the name. It introduces the concept of a ‘full title’, mostly used in display contexts.
The sixth edition included relevant information about titles for academics and professionals.
The Content Guide had very brief information about abbreviations for some academic qualifications.",Style Guide Content/Academics and professionals.md,11001,11475,
314099fa-9c05-492f-b722-94c123229c68,Acronyms and initialisms.md,['Acronyms and initialisms'],1,6,39,#acronyms-and-initialisms,,"# Acronyms and initialisms
Acronyms and initialisms are shortened forms. They replace full names and special terms in text. Use them only if people recognise and understand them.
---",Style Guide Content/Acronyms and initialisms.md,0,182,
f5f931d1-ad27-4038-aa80-3738f3641191,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Guidance']",7,19,105,#acronyms-and-initialisms/guidance,,"## Guidance
- Choose acronyms and initialisms people will recognise  
- Explain acronyms and initialisms to all users  
- Check the correct shortened form for government organisations  
- Include a list if content relies on many acronyms and initialisms  
- Don’t end acronyms and initialisms with a full stop  
- Use capitals for most acronyms and initialisms  
- Avoid plural and possessive forms on the first use  
- Quote acronyms and initialisms the same way as the speaker
---",Style Guide Content/Acronyms and initialisms.md,184,666,
17d575df-eae0-4547-b2e1-a6eb948df7c7,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Choose acronyms and initialisms people will recognise']",20,55,239,#acronyms-and-initialisms/choose-acronyms-and-initialisms-people-will-recognise,,"## Choose acronyms and initialisms people will recognise
Acronyms comprise the initial letters (and sometimes syllables) of the words in a term and are pronounced as a word.
**Example**
> Qantas  
> Anzac  
> TAFE  
> modem
Initialisms comprise the initial letters (or sounds) of the words in a term and are pronounced as letters, not as a word.
**Example**
> ABC  
> GST  
> NDIS  
> XML
Some shortened forms are a combination of an initialism and an acronym.
**Example**
> DFAT  
> EPIRB  
> CPAP  
> JPEG
Acronyms and initialisms are common in formal content. If understood by users, they can make content easier to use. They communicate terms in as few letters as possible to make content easier and faster to read.
**Example**
> CSIRO for ‘Commonwealth Scientific and Industrial Research Organisation’  
> HTML for ‘hypertext markup language’
When preparing content for well-established publications, such as professional journals, look at the author guidelines and examples of the content. This will show whether using acronyms and initialisms is appropriate and, if so, which shortened forms are used.
---",Style Guide Content/Acronyms and initialisms.md,668,1780,
042ba746-e4cf-4054-92ff-c4d5b4fb3b9a,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Explain acronyms and initialisms to all users']",56,91,420,#acronyms-and-initialisms/explain-acronyms-and-initialisms-to-all-users,,"## Explain acronyms and initialisms to all users
People unfamiliar with certain terms might not understand their shortened forms. Acronyms and initialisms might also be misread by screen readers.
To make sure all shortened forms are accessible:
- Define them the first time you use them in content (unless you’re certain all users will understand them without a definition – consult a dictionary first).  
- Include them with their spelt-out forms in the glossary. This is particularly important if the content contains many specialist shortened forms.
### Spell out most acronyms on first use
If there’s a chance users won’t know the meaning of an acronym or initialism, define it at first mention. Write the term in full first and follow with the acronym or initialism in parentheses. Use the shortened form rather than the full term for later mentions.
**Example**
> The Department of Social Services (DSS) manages a range of benefits and payments for eligible Australians. DSS helps support communities through a number of programs and services.
Write well-known acronyms or initialisms first and follow with the full term in parentheses.
**Example**
> All living organisms have DNA (deoxyribonucleic acid) within their cells. DNA tells cells what proteins to make.
You don’t need to define some acronyms and initialisms on first use. These include:
- some place names (NT, ACT)  
- time of day (am, pm)  
- some organisational names (BHP, Qantas)  
- terms that began as acronyms but are now words in their own right (radar, scuba, sonar).
### Repeat the full term if the user needs it
If you use the shortened form only a few times in long-form content, consider writing out the full term more than once.
People could come across the shortened form without reading the text where it is first defined. For example, a user might click straight to a section that only includes the shortened form.
---",Style Guide Content/Acronyms and initialisms.md,1782,3685,
c3ebce29-c73c-441e-ae7b-486efe155d04,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Check the correct shortened form for government organisations']",92,112,157,#acronyms-and-initialisms/check-the-correct-shortened-form-for-government-organisations,,"## Check the correct shortened form for government organisations
The names of government departments are often shortened, but not always in the same way.
**Example**
> DVA (Department of Veterans’ Affairs)  
> Home Affairs (Department of Home Affairs)
Rather than using acronyms or initialisms, it can be easier for people if you:
- spell out the agency’s name in full the first time you use it  
- then use the generic name (‘department’, ‘agency’, ‘bureau’) afterwards.
This is usually more useful to non-specialist users.
**Example**
> The Bureau of Meteorology prepares Australia’s official weather forecasts. The bureau provides its forecasts on its website.  
> The Department of Finance is in Canberra. The department supports government financial management.
---",Style Guide Content/Acronyms and initialisms.md,3687,4457,
25862522-6528-4ae1-8713-6a2d30a293d3,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Include a list if content relies on many acronyms and initialisms']",113,130,152,#acronyms-and-initialisms/include-a-list-if-content-relies-on-many-acronyms-and-initialisms,,"## Include a list if content relies on many acronyms and initialisms
For content with many specialised acronyms and initialisms, provide a glossary – a list of terms and their meaning that users can refer to.
Include the glossary at the end of the content or on a separate webpage. Use a hyperlink in the text to help people access the glossary.
You don’t need to include a glossary if:
- there are only a few unfamiliar shortened forms  
- each one is only in a very limited section of text  
- each one is spelt out when first mentioned.
### Print considerations
The glossary usually appears before the references (with the endmatter).
---",Style Guide Content/Acronyms and initialisms.md,4459,5100,
6702a4fd-6251-48df-8f9c-a8b58e4b9424,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Don’t end acronyms and initialisms with a full stop']",131,144,94,#acronyms-and-initialisms/dont-end-acronyms-and-initialisms-with-a-full-stop,,"## Don’t end acronyms and initialisms with a full stop
Don’t place a full stop after the acronym or initialism.
The exception is if the shortened form ends a sentence and isn’t followed by another punctuation mark.
**Example**
> Will you be attending COAG this month?  
> I’m working on a B2B project at the moment.  
> She’s now working in FOI.  
> Is the company being investigated by ASIC?
---",Style Guide Content/Acronyms and initialisms.md,5102,5498,
83da664f-46bc-41ad-856f-5da53cd75a5a,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Use capitals for most acronyms and initialisms']",145,166,185,#acronyms-and-initialisms/use-capitals-for-most-acronyms-and-initialisms,,"## Use capitals for most acronyms and initialisms
Acronyms are usually all capitals, but use lower case for some familiar acronyms (taser, captcha, laser). Use an initial capital for familiar acronyms that are proper nouns (Qantas, Anzac).
Initialisms are often all upper case (VOIP, FOI) but there are exceptions (bpm). Consult a dictionary if you’re unsure of the capitalisation.
If the acronym or initialism represents common nouns, don’t begin each word of the full form with a capital letter.
**Example**
> EIS for ‘environmental impact statement’  
> TB for ‘tuberculosis’
If the acronym or initialism represents a proper noun, start each word with a capital letter (excluding words such as ‘of’ and ‘and’).
**Example**
> ASIO [Australian Security Intelligence Organisation]  
> OPC [Office of Parliamentary Counsel]  
> NSW [New South Wales]  
> ILSC [Indigenous Land and Sea Corporation]
---",Style Guide Content/Acronyms and initialisms.md,5500,6399,
affc6eff-02cf-49bf-9178-f5dc65b1e9c1,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Avoid plural and possessive forms on the first use']",167,176,110,#acronyms-and-initialisms/avoid-plural-and-possessive-forms-on-the-first-use,,"## Avoid plural and possessive forms on the first use
Avoid using the plural or possessive of an acronym or initialism when you define it. This makes it easy for users to recognise the shortened form in later content.
**Example**
> It’s compulsory for certain businesses to have an Australian Business Number (ABN). The Australian Business Register manages applications for ABNs.  
> The Australian National University (ANU) has a new student policy. The ANU’s policy is popular with its staff and students.
---",Style Guide Content/Acronyms and initialisms.md,6401,6912,
a347544e-7c99-4ce7-aa56-3b2279f10baa,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Quote acronyms and initialisms the same way as the speaker']",177,185,101,#acronyms-and-initialisms/quote-acronyms-and-initialisms-the-same-way-as-the-speaker,,"## Quote acronyms and initialisms the same way as the speaker
When quoting an exact phrase, write exactly what the speaker said. If they used an acronym or initialism, quote it. Show the full term in square brackets if users might not recognise the term or if you haven’t already explained it.
**Example**
> ‘We’re continuing to manage the number of SES [Senior Executive Service] to ensure the Public Service isn’t top heavy,’ he said.
---",Style Guide Content/Acronyms and initialisms.md,6914,7354,
0cc6b18a-033c-4c45-85b4-afc16ae6eb2d,Acronyms and initialisms.md,"['Acronyms and initialisms', 'Release notes']",186,200,241,#acronyms-and-initialisms/release-notes,,"## Release notes
As well as the initial letters of words, definitions in the digital edition allow for initial syllables for acronyms and initial sounds for initialisms. The sixth edition included ‘and sometimes other letters’ in its definitions for acronyms and initialisms.
The digital edition updates punctuation style for shortened forms.
It removes the requirement to use full stops with non-Latin abbreviations.  
Consistent with what was Content Guide advice, it recommends avoiding the use of Latin shortened forms.  
Consistent with the sixth edition, it does not use full stops with acronyms or initialisms, or contractions.
The digital edition lists common shortened forms and provides advice on the limited circumstances where they could be used and how to punctuate them.
This is a departure from advice in the sixth edition, which listed ‘thoroughly anglicised’ shortened forms used regularly in publications. It did not explicitly warn against their use.
The Content Guide mentions shortened words and phrases but did not provide detailed advice. It advised to avoid using Latin shortened forms, in line with the guidance in this edition of the Style Manual.",Style Guide Content/Acronyms and initialisms.md,7356,8529,
5ae4f791-686e-4cf6-8ae4-fb624e61b60e,Acts of parliament.md,['Acts of parliament'],1,6,47,#acts-of-parliament,,"# Acts of parliament
Refer to Acts of parliament using the correct style so people can find the source material. Choose when to cite the short and long titles, series numbers, jurisdiction and sections.
---",Style Guide Content/Acts of parliament.md,0,206,
fa7fe701-9cee-448b-85b1-44eeb079ac76,Acts of parliament.md,"['Acts of parliament', 'Guidance']",7,18,98,#acts-of-parliament/guidance,,"## Guidance
- Style for Act titles is title case, not always italics  
- Each Act has a series number to use in citations  
- Jurisdiction is an important detail  
- An initial capital is correct, whether the reference is generic or not  
- The basic unit of an Act is a section (s)  
- Titles of Acts from other countries are in roman type  
- Reference to Australia’s Constitution needs capitalisation only
---",Style Guide Content/Acts of parliament.md,208,620,
6c511627-8c98-4193-a1b5-25b5ae3aba4a,Acts of parliament.md,"['Acts of parliament', 'Style for Act titles is title case, not always italics']",19,54,350,#acts-of-parliament/style-for-act-titles-is-title-case-not-always-italics,,"## Style for Act titles is title case, not always italics
Use title case (maximal capitalisation) for the titles of Acts. Use italics for the first mention of these titles.
Use roman type for the titles of Acts in reference lists and other long lists. Blocks of italics are difficult to read.
The year the legislation is first enacted forms part of the title. Don’t use a comma before the year.
**Correct**
> Export Control Act 2020
**Incorrect**
> Export control Act, 2020
Include all the words in the title. If the title begins with ‘The’, ‘An’ or ‘A’, make sure you include it.
**Example**
> A New Tax System (Goods and Services Tax) Act 1999  
> The Commercial Bank of Australia Limited (Merger) Act 1982 (NSW)
If the Act’s title has a number, include the number exactly as written. The contraction ‘No.’ retains the full stop in this situation, which is an exception to the general rule for the shortened form for ‘number’.
**Example**
> Supply Act (No. 1) 2019–2020  
> Farm Household Support Amendment (Relief Measures) Act (No. 2) 2019
An Act has a short title (its name) and long title (a description). Both appear after the list of contents in the text of the Act. The long title appears as a heading before section 1 of the Act. The short title is named in section 1.
**Example**
> An Act relating to Currency, Coinage and Legal Tender [Long title]  
> Part I—Preliminary  
> 1 Short title  
> This Act may be cited as the Currency Act 1965. [Short title]
---",Style Guide Content/Acts of parliament.md,622,2092,
1e8385ea-adf0-4047-ac40-a7bbebb435cd,Acts of parliament.md,"['Acts of parliament', 'At first mention, use the short title in italics']",55,63,77,#acts-of-parliament/at-first-mention-use-the-short-title-in-italics,,"## At first mention, use the short title in italics
The first time you name the Act in text, use the short title in *italics*.
**Example**
> The *Currency Act 1965* established the Royal Australian Mint to produce Australia’s circulating coins. The Act also sets restrictions on amounts that can be paid in coins as ‘legal tender’.
---",Style Guide Content/Acts of parliament.md,2094,2429,
